GLOVER.txt-1,0,20689,20689,5,N,Y,1.0,0,20689
GLOVER.txt-2,0,909,909,2,N,N,-,-1,-1
GLOVER.txt-3,0,1944,1944,10,N,Y,1.0,0,1944
GLOVER.txt-4,0,1531,1531,15,N,N,-,-1,-1
GLOVER.txt-5,0,6211,6211,9,N,Y,1.0,0,6211
GLOVER.txt-6,0,721,721,6,N,N,-,-1,-1
GLOVER.txt-7,0,995,995,6,N,Y,1.0,0,995
GLOVER.txt-8,0,950,950,3,N,N,-,-1,-1
GRONOW.txt-9,0,1309,1309,5,N,Y,1.0,0,1309
GRONOW.txt-10,0,833,833,5,N,N,-,-1,-1
GRONOW.txt-11,0,1127,1127,5,N,Y,1.0,0,1127
GRONOW.txt-12,0,902,902,4,N,N,-,-1,-1
GRONOW.txt-13,0,1738,1738,7,N,Y,1.0,0,1738
GRONOW.txt-14,0,1128,1128,9,N,N,-,-1,-1
MASONB.txt-15,0,90,90,2,Y,Y,1.0,0,90
MASONB.txt-16,0,123,123,1,N,N,-,-1,-1
MASONB.txt-17,0,232,232,3,N,Y,1.0,0,232
MASONB.txt-18,0,245,245,2,Y,N,-,-1,-1
MASONB.txt-19,0,155,155,2,N,Y,1.0,0,155
MASONB.txt-20,0,218,218,1,N,N,-,-1,-1
MASONB.txt-21,0,132,132,2,N,Y,1.0,0,132
MASONB.txt-22,0,193,193,1,Y,N,-,-1,-1
MASONB.txt-23,0,467,467,5,N,Y,1.0,0,467
MASONB.txt-24,0,291,291,1,Y,N,-,-1,-1
MASONB.txt-25,0,1184,1184,10,Y,Y,1.0,0,1184
MASONB.txt-26,0,1016,1016,8,N,N,-,-1,-1
MASONB.txt-27,0,103,103,2,N,Y,1.0,0,103
MASONB.txt-28,0,164,164,2,N,N,-,-1,-1
MASONB.txt-29,0,717,717,5,Y,Y,1.0,0,717
MASONB.txt-30,0,496,496,5,Y,N,-,-1,-1
MASONB.txt-31,0,140,140,2,N,Y,1.0,0,140
MASONB.txt-32,0,206,206,3,N,N,-,-1,-1
MASONB.txt-33,0,635,635,6,Y,Y,1.0,0,635
MASONB.txt-34,0,530,530,4,Y,N,-,-1,-1
MASONB.txt-35,0,751,751,7,N,Y,1.0,0,751
MASONB.txt-36,0,489,489,2,Y,N,-,-1,-1
MASONB.txt-37,0,204,204,3,Y,Y,1.0,0,204
MASONB.txt-38,0,380,380,2,Y,N,-,-1,-1
MASONB.txt-39,0,463,463,4,N,Y,1.0,0,463
MASONB.txt-40,0,455,455,2,Y,N,-,-1,-1
MASONB.txt-41,0,794,794,6,N,Y,1.0,0,794
MASONB.txt-42,0,771,771,7,Y,N,-,-1,-1
MASONB.txt-43,0,646,646,3,N,Y,1.0,0,646
MASONB.txt-44,0,505,505,3,N,N,-,-1,-1
MASONB.txt-45,0,1046,1046,8,Y,Y,1.0,0,1046
MASONB.txt-46,0,809,809,9,N,N,-,-1,-1
MASONB.txt-47,0,182,182,2,Y,Y,1.0,0,182
MASONB.txt-48,0,460,460,2,Y,N,-,-1,-1
MASONB.txt-49,0,180,180,3,N,Y,1.0,0,180
MASONB.txt-50,0,202,202,2,Y,N,-,-1,-1
MASONB.txt-51,0,271,271,3,Y,Y,1.0,0,271
MASONB.txt-52,0,304,304,4,Y,N,-,-1,-1
MASONB.txt-53,0,527,527,5,N,Y,1.0,0,527
MASONB.txt-54,0,273,273,2,N,N,-,-1,-1
MASONB.txt-55,0,335,335,2,Y,Y,1.0,0,335
MASONB.txt-56,0,251,251,3,N,N,-,-1,-1
MASONB.txt-57,0,1116,1116,8,Y,Y,1.0,0,1116
MASONB.txt-58,0,929,929,4,Y,N,-,-1,-1
MASONB.txt-59,0,108,108,2,Y,Y,1.0,0,108
MASONB.txt-60,0,189,189,1,N,N,-,-1,-1
MASONB.txt-61,0,506,506,4,Y,Y,1.0,0,506
MASONB.txt-62,0,541,541,5,N,N,-,-1,-1
MASONB.txt-63,0,245,245,3,N,Y,1.0,0,245
MASONB.txt-64,0,228,228,1,Y,N,-,-1,-1
MASONB.txt-65,0,1027,1027,7,Y,Y,1.0,0,1027
MASONB.txt-66,0,890,890,6,Y,N,-,-1,-1
MASONB.txt-67,0,680,680,5,Y,Y,1.0,0,680
MASONB.txt-68,0,532,532,3,N,N,-,-1,-1
MASONB.txt-69,0,1238,1238,8,Y,Y,1.0,0,1238
MASONB.txt-70,0,1260,1260,15,N,N,-,-1,-1
MASONB.txt-71,0,535,535,4,Y,Y,1.0,0,535
MASONB.txt-72,0,797,797,4,N,N,-,-1,-1
MASONB.txt-73,0,103,103,2,N,Y,1.0,0,103
MASONB.txt-74,0,143,143,1,N,N,-,-1,-1
MASONB.txt-75,0,844,844,8,Y,Y,1.0,0,844
MASONB.txt-76,0,849,849,5,N,N,-,-1,-1
MASONB.txt-77,0,243,243,3,Y,Y,1.0,0,243
MASONB.txt-78,0,346,346,2,N,N,-,-1,-1
MASONB.txt-79,0,1223,1223,6,Y,Y,1.0,0,1223
MASONB.txt-80,0,967,967,5,Y,N,-,-1,-1
MASONB.txt-81,0,608,608,3,Y,Y,1.0,0,608
MASONB.txt-82,0,500,500,3,N,N,-,-1,-1
MASONB.txt-83,0,676,676,5,N,Y,1.0,0,676
MASONB.txt-84,0,633,633,5,N,N,-,-1,-1
MASONB.txt-85,0,951,951,8,Y,Y,1.0,0,951
MASONB.txt-86,0,869,869,2,Y,N,-,-1,-1
MASONB.txt-87,0,324,324,4,Y,Y,1.0,0,324
MASONB.txt-88,0,462,462,1,N,N,-,-1,-1
MASONB.txt-89,0,171,171,2,N,Y,1.0,0,171
MASONB.txt-90,0,119,119,1,N,N,-,-1,-1
MASONB.txt-91,0,243,243,2,N,Y,1.0,0,243
MASONB.txt-92,0,301,301,2,N,N,-,-1,-1
MASONB.txt-93,0,853,853,6,Y,Y,1.0,0,853
MASONB.txt-94,0,1066,1066,6,N,N,-,-1,-1
MASONB.txt-95,0,966,966,7,Y,Y,1.0,0,966
MASONB.txt-96,0,832,832,6,N,N,-,-1,-1
MASONB.txt-97,0,367,367,3,Y,Y,1.0,0,367
MASONB.txt-98,0,201,201,1,N,N,-,-1,-1
MASONB.txt-99,0,377,377,4,N,Y,1.0,0,377
MASONB.txt-100,0,453,453,2,N,N,-,-1,-1
MASONB.txt-101,0,598,598,5,N,Y,1.0,0,598
MASONB.txt-102,0,634,634,5,N,N,-,-1,-1
MASONB.txt-103,0,415,415,4,N,Y,1.0,0,415
MASONB.txt-104,0,296,296,1,N,N,-,-1,-1
MASONB.txt-105,0,648,648,6,N,Y,1.0,0,648
MASONB.txt-106,0,502,502,4,N,N,-,-1,-1
MASONB.txt-107,0,1408,1408,12,Y,Y,1.0,0,1408
MASONB.txt-108,0,1103,1103,6,N,N,-,-1,-1
MASONB.txt-109,0,1305,1305,9,N,Y,1.0,0,1305
MASONB.txt-110,0,1016,1016,6,N,N,-,-1,-1
MASONB.txt-111,0,333,333,3,Y,Y,1.0,0,333
MASONB.txt-112,0,97,97,1,N,N,-,-1,-1
MASONB.txt-113,0,324,324,3,N,Y,1.0,0,324
MASONB.txt-114,0,284,284,2,N,N,-,-1,-1
MASONB.txt-115,0,886,886,6,Y,Y,1.0,0,886
MASONB.txt-116,0,727,727,7,Y,N,-,-1,-1
MASONB.txt-117,0,1331,1331,8,N,Y,1.0,0,1331
MASONB.txt-118,0,1209,1209,10,N,N,-,-1,-1
MASONB.txt-119,0,1607,1607,11,Y,Y,1.0,0,1607
MASONB.txt-120,0,1184,1184,5,N,N,-,-1,-1
MASONB.txt-121,0,724,724,5,Y,Y,1.0,0,724
MASONB.txt-122,0,571,571,6,N,N,-,-1,-1
MASONB.txt-123,0,398,398,4,Y,Y,1.0,0,398
MASONB.txt-124,0,241,241,2,N,N,-,-1,-1
MASONB.txt-125,0,1140,1140,9,N,Y,1.0,0,1140
MASONB.txt-126,0,560,560,3,N,N,-,-1,-1
MASONB.txt-127,0,269,269,3,Y,Y,1.0,0,269
GRONOW.txt-128,0,219,219,1,N,N,-,-1,-1
MASONB.txt-129,0,350,350,5,N,Y,1.0,0,350
MASONB.txt-130,0,403,403,2,N,N,-,-1,-1
MASONB.txt-131,0,124,124,2,Y,Y,1.0,0,124
MASONB.txt-132,0,140,140,1,N,N,-,-1,-1
MASONB.txt-133,0,305,305,3,N,Y,1.0,0,305
MASONB.txt-134,0,190,190,3,N,N,-,-1,-1
MASONB.txt-135,0,497,497,5,N,Y,1.0,0,497
MASONB.txt-136,0,492,492,7,N,N,-,-1,-1
MASONB.txt-137,0,1785,1785,13,Y,Y,1.0,0,1785
GRONOW.txt-138,0,1937,1937,10,N,N,-,-1,-1
MASONB.txt-139,0,256,256,3,Y,Y,1.0,0,256
MASONB.txt-140,0,273,273,3,N,N,-,-1,-1
MASONB.txt-141,0,1657,1657,15,N,Y,1.0,0,1657
GRONOW.txt-142,0,1350,1350,7,N,N,-,-1,-1
MASONB.txt-143,0,1262,1262,10,N,Y,1.0,0,1262
MASONB.txt-144,0,1020,1020,10,N,N,-,-1,-1
MASONB.txt-145,0,127,127,2,Y,Y,1.0,0,127
MASONB.txt-146,0,142,142,1,N,N,-,-1,-1
MASONB.txt-147,0,1198,1198,9,Y,Y,1.0,0,1198
MASONB.txt-148,0,553,553,2,N,N,-,-1,-1
MASONB.txt-149,0,275,275,3,Y,Y,1.0,0,275
MASONB.txt-150,0,493,493,3,N,N,-,-1,-1
MASONB.txt-151,0,847,847,6,Y,Y,1.0,0,847
MASONB.txt-152,0,920,920,6,N,N,-,-1,-1
MASONB.txt-153,0,2205,2205,14,Y,Y,1.0,0,2205
GRONOW.txt-154,0,1900,1900,6,N,N,-,-1,-1
MASONB.txt-155,0,328,328,2,N,Y,1.0,0,328
GRONOW.txt-156,0,648,648,4,N,N,-,-1,-1
MASONB.txt-157,0,745,745,5,Y,Y,1.0,0,745
GRONOW.txt-158,0,866,866,5,N,N,-,-1,-1
MASONB.txt-159,0,232,232,2,Y,Y,1.0,0,232
GRONOW.txt-160,0,284,284,1,N,N,-,-1,-1
MASONB.txt-161,0,220,220,2,Y,Y,1.0,0,220
GRONOW.txt-162,0,214,214,1,N,N,-,-1,-1
MASONB.txt-163,0,1214,1214,13,Y,Y,1.0,0,1214
GRONOW.txt-164,0,1044,1044,5,N,N,-,-1,-1
MASONB.txt-165,0,444,444,5,Y,Y,1.0,0,444
GRONOW.txt-166,0,410,410,1,N,N,-,-1,-1
MASONB.txt-167,0,288,288,4,N,Y,1.0,0,288
GRONOW.txt-168,0,333,333,1,N,N,-,-1,-1
MASONB.txt-169,0,147,147,3,Y,Y,1.0,0,147
GRONOW.txt-170,0,233,233,2,N,N,-,-1,-1
MASONB.txt-171,0,190,190,3,N,Y,1.0,0,190
GRONOW.txt-172,0,146,146,1,N,N,-,-1,-1
MASONB.txt-173,0,385,385,2,N,Y,1.0,0,385
GRONOW.txt-174,0,380,380,1,N,N,-,-1,-1
MASONB.txt-175,0,3000,3000,21,Y,Y,1.0,0,3000
GRONOW.txt-176,0,2919,2919,22,N,N,-,-1,-1
MASONB.txt-177,0,3560,3560,23,Y,Y,1.0,0,3560
GRONOW.txt-178,0,1902,1902,13,N,N,-,-1,-1
MASONB.txt-179,0,82,82,2,N,Y,1.0,0,82
GRONOW.txt-180,0,138,138,1,N,N,-,-1,-1
MASONB.txt-181,0,753,753,6,Y,Y,1.0,0,753
GRONOW.txt-182,0,779,779,7,N,N,-,-1,-1
MASONB.txt-183,0,347,347,3,Y,Y,1.0,0,347
GRONOW.txt-184,0,215,215,2,N,N,-,-1,-1
MASONB.txt-185,0,160,160,2,Y,Y,1.0,0,160
GRONOW.txt-186,0,159,159,1,N,N,-,-1,-1
MASONB.txt-187,0,278,278,4,N,Y,1.0,0,278
GRONOW.txt-188,0,338,338,3,N,N,-,-1,-1
MASONB.txt-189,0,626,626,6,Y,Y,1.0,0,626
GRONOW.txt-190,0,710,710,4,N,N,-,-1,-1
MASONB.txt-191,0,2061,2061,12,Y,Y,1.0,0,2061
GRONOW.txt-192,0,2255,2255,14,N,N,-,-1,-1
MASONB.txt-193,0,2197,2197,16,N,Y,1.0,0,2197
GRONOW.txt-194,0,2102,2102,14,N,N,-,-1,-1
MASONB.txt-195,0,578,578,3,N,Y,1.0,0,578
GRONOW.txt-196,0,597,597,3,N,N,-,-1,-1
MASONB.txt-197,0,364,364,4,N,Y,1.0,0,364
